用户名,推荐,游戏时长,评论
Vladilena·Milize,Recommended,91.4 hrs on record,1234456
光怪,Recommended,85.1 hrs on record,优秀的美术，轻量化的战斗，爽快的打击感。但在魂味缺失，小怪不能被刺，捷径太少，地图探索欲较弱，各个地图不能连通起来，严格来说并不能算是类魂，但依旧是国产动作单机的历史上的突破。
zhupeng1214,Recommended,185.5 hrs on record (90.5 hrs at review time),剧情和玩法丰富，画面和操作流畅
SLEEPYNEKO,Recommended,72.6 hrs on record (53.3 hrs at review time),我的四妹啊
啊衔,Recommended,42.4 hrs on record (19.2 hrs at review time),伟大，无需多言！
法外狂徒,Recommended,7.1 hrs on record (4.4 hrs at review time),好玩
momo,Recommended,124.7 hrs on record (120.5 hrs at review time),国产之光
Cutears,Recommended,70.7 hrs on record,天命人
wasd,Recommended,19.5 hrs on record (10.1 hrs at review time),"很有趣。画质可看不过有些穿模，还有些bug有待修复，还有看剧情掉帧卡顿问题有待优化，不太影响正常体验,剧情内涵讽刺，中国国产的3a游戏，个人感觉很好玩，推荐一下,"
暴富的D先生,Recommended,33.4 hrs on record,国产游戏能做成这样已经很不错了，虽然还是有很多缺点，比如武器单一、没有攻击型的法术、第五第六章明显缩水，希望DLC能好一点。
哥哥喜欢jk吗,Recommended,3.4 hrs on record,nice
roc,Recommended,56.8 hrs on record (54.4 hrs at review time),虽然有不足，但是国内能做出这种游戏真的nb
守护芝士,Recommended,75.7 hrs on record (74.5 hrs at review time),十分有九分给打斗
Jack81192,Recommended,33.6 hrs on record (5.8 hrs at review time),终于玩上了。。5060打了5小时刚过白衣秀士。。
咖喱咕噜酱,Recommended,90.5 hrs on record (64.7 hrs at review time),酣畅淋漓的战斗，唯一一款想收集全成就的游戏
无名戒,Recommended,92.8 hrs on record (3.5 hrs at review time),卡在白衣秀士了 打了小时了
我叫郑雷削,Recommended,16.0 hrs on record (15.8 hrs at review time),牛逼
Dominated刀,Recommended,36.8 hrs on record (10.7 hrs at review time),国产之光！
3512950268,Recommended,50.1 hrs on record (47.9 hrs at review time),很有中国特色
2733582226,Recommended,150.4 hrs on record,第一次玩魂类游戏就是这款，很棒
霸霸,Recommended,89.1 hrs on record (21.9 hrs at review time),6
ken_20221013,Recommended,9.0 hrs on record (3.3 hrs at review time),超级好玩，地图还原，画质精美，就是Boss比较难，大头卡了一小时；）
空白,Recommended,64.7 hrs on record,哟西哟西
1277018458,Recommended,9.9 hrs on record (4.0 hrs at review time),好
饮一杯月光,Recommended,146.8 hrs on record,非常有意思，全都是西游记经典内容
895146918,Recommended,72.9 hrs on record (72.5 hrs at review time),剧情非常不错，很多印象中的妖怪其实都是好的
月光藏匿回忆,Recommended,69.2 hrs on record (69.1 hrs at review time),中国人爱中国游戏
creamleaf433,Not Recommended,27.4 hrs on record,半成品游戏
xyf,Recommended,74.7 hrs on record (59.1 hrs at review time),好玩但是要加入宗门
leo_zichao,Recommended,40.7 hrs on record (35.5 hrs at review time),顶级制作，东方的浪漫和精彩的故事，引人深思
张大喜,Recommended,67.0 hrs on record (60.9 hrs at review time),好
应链,Recommended,39.0 hrs on record,好玩
1129015344,Recommended,59.2 hrs on record (42.6 hrs at review time),好玩
我这英雄没有Q,Recommended,25.4 hrs on record (20.1 hrs at review time),666
。。。,Recommended,17.4 hrs on record (5.0 hrs at review time),好玩
Look at me,Recommended,121.3 hrs on record (117.6 hrs at review time),很nice
听风就是雨,Recommended,61.9 hrs on record (60.2 hrs at review time),为祖国出的最好的东西
让你久等了,Recommended,42.5 hrs on record (13.4 hrs at review time),豪玩，第一次玩这种魂类游戏，已经死了50多次了，目前把前两章全部boss都打过了
badgod1104,Recommended,56.2 hrs on record (6.0 hrs at review time),终于玩到了国人自己的3A大作
240244026,Recommended,141.8 hrs on record (57.7 hrs at review time),非常棒 一级棒 比三级还棒
raoshaofeng1004,Recommended,48.3 hrs on record (8.5 hrs at review time),画质真的顶
1418183584,Recommended,28.1 hrs on record (26.2 hrs at review time),非常棒，世界上目前最好的3a游戏，非常值得
lutaoyu,Recommended,130.2 hrs on record (87.0 hrs at review time),太好玩了 根本停不下来
HI 迈克尔,Recommended,30.2 hrs on record (25.8 hrs at review time),非常垃圾
故事止于秋,Recommended,23.2 hrs on record (18.8 hrs at review time),无脑入
791917762,Recommended,189.7 hrs on record (187.2 hrs at review time),最最好玩的游戏 顶级
50839393,Recommended,64.6 hrs on record,"战斗系统远超期待,太爽了,坐等DLC."
944263035,Recommended,7.6 hrs on record (4.6 hrs at review time),支持
花满月,Recommended,53.1 hrs on record (13.2 hrs at review time),击打、闪避效果极佳
Jarvan,Recommended,150.8 hrs on record (146.9 hrs at review time),故事好 音乐好 画面好
庄生,Recommended,63.6 hrs on record (56.0 hrs at review time),唯美，精彩
1370092790,Recommended,51.1 hrs on record (50.0 hrs at review time),国产3A里确实拿得出手
3861342955,Recommended,153.8 hrs on record (17.3 hrs at review time),战斗技巧我很喜欢，
Charles1024,Recommended,36.8 hrs on record (23.1 hrs at review time),游戏质量和故事方面没得说，我就想问制作组试过手柄打所有博士生么，为什么这锁定优先度莫名其妙选最远，大体型boss跳一下相机乱转，遁地boss，隐身boss更是每次出来都得手动看他然后点锁定，我请问了手柄要来打fps么，这锁定设置调的太拉了。而且类似毒地大王和虎先峰这种乱动喜欢上蹦下跳的boss，基本一个隐身或者遁地出来接技能我根本没法看着boss躲，视角拉过去boss已经出手，只能听声音盲躲，难道制作组用手柄玩的都是盲僧么，可以加一个boss遁地要出来就能锁定如果不是冲其他方面做的不错，我就要给差评了
程哥哥oo,Recommended,82.2 hrs on record (82.0 hrs at review time),yy
liu8630875,Recommended,169.3 hrs on record (166.1 hrs at review time),‘。开拍哦l
yzh080626,Recommended,27.6 hrs on record (7.6 hrs at review time),伟大无需多言
SU SAN,Not Recommended,66.1 hrs on record (58.2 hrs at review time),画质太好配置太高反而成为了累赘，大可不必卷画质，配置低的话游戏游玩门槛就会低，反而更利于玩家。
不爱穿内内,Recommended,43.0 hrs on record (15.4 hrs at review time),好玩
wangzhengjie382,Recommended,40.7 hrs on record (35.8 hrs at review time),爽
hugoss,Recommended,249.2 hrs on record (139.6 hrs at review time),画片太漂亮了
QU NI MEI,Recommended,121.5 hrs on record (113.9 hrs at review time),一周目通关之后就不想玩了，但也不想玩其他游戏，隔一段时间，又很想玩的冲动，又把二周目过了，又不想玩了。
LI 白白,Recommended,13.7 hrs on record (3.1 hrs at review time),只能说牛逼
Ludwig,Recommended,33.2 hrs on record,圆我儿时当英雄的梦想
绝境之狐,Recommended,24.9 hrs on record (3.5 hrs at review time),各方面都很优秀的游戏
小乖乖你不乖,Recommended,115.9 hrs on record,很好玩，满分
lin,Recommended,53.9 hrs on record (30.1 hrs at review time),很棒
烨灬彤,Recommended,18.8 hrs on record (16.3 hrs at review time),好
2041569975,Recommended,5.3 hrs on record,+333
77795238,Not Recommended,19.2 hrs on record,地图设计烂，视觉引导烂，boss演出硬堆，丝毫不考虑玩家体验，玩完第三章就弃了
特种兵,Recommended,77.4 hrs on record,第一遍好玩
诱饵,Recommended,133.0 hrs on record (113.7 hrs at review time),战斗系统很丰富，爽
2900254720,Recommended,72.0 hrs on record (71.5 hrs at review time),haowan
Epiphany,Recommended,7.4 hrs on record (4.7 hrs at review time),好玩
墨羽,Not Recommended,87.8 hrs on record,能不能合并疾跑键
一蓑烟雨任平生,Recommended,61.5 hrs on record (60.3 hrs at review time),底蕴好
九条命,Recommended,219.1 hrs on record (186.9 hrs at review time),非常棒，剧情简直了
Axoerking,Recommended,13.6 hrs on record (5.2 hrs at review time),好玩就是容易红温
0716liudonghao,Recommended,139.1 hrs on record (89.3 hrs at review time),This game is awesome!!
PORCO,Recommended,40.6 hrs on record (36.9 hrs at review time),难度对小白很高，没错，我就是小白，淦，达到黄风大圣卡这了
dingjiany,Recommended,105.1 hrs on record (50.9 hrs at review time),让我有重读西游的想法 好游戏
3891109842,Recommended,4.5 hrs on record (3.3 hrs at review time),GOOD
俊扬JunY,Recommended,50.4 hrs on record (49.5 hrs at review time),如果有来世请记得回眸
Kim Jong Un,Recommended,66.5 hrs on record (65.9 hrs at review time),好东西
白木舟,Recommended,284.6 hrs on record,流畅的动作设计，我能感觉到，吗喽变强不是因为换了装备，而是我在变强！
山鬼,Recommended,70.6 hrs on record (67.3 hrs at review time),很惊艳了。就是后面几个章节有点赶了，有些潦草收尾的感觉。期待DLC，我要上天庭救四妹！！！
痛痛宝,Recommended,39.5 hrs on record (11.0 hrs at review time),我觉得这是我最喜欢的rpg游戏没有之一。
daidai,Recommended,20.3 hrs on record,好玩，太好玩了。
1375285482,Recommended,74.0 hrs on record,"国产第一个3A,平心而论，质量不错，又有情怀加成；BOSS数量多，诚意满满。可以入手。"
1073679275,Recommended,75.3 hrs on record (73.3 hrs at review time),中国游戏史上里程碑的一部作品
a876972429,Recommended,10.8 hrs on record (6.5 hrs at review time),不夸张的说这就是中国目前做过的在各方面来说最好的游戏，美术、建模、设计、剧情、配乐等等封面都挑不出毛病，在游戏性上略有不足，单这也不是大问题毕竟刚起步，有不足是正常的，我相信一定会越来越好的。
163lph,Recommended,124.8 hrs on record (67.3 hrs at review time),游戏很不错。就是难度有点偏高了，影响体验。
453501233,Recommended,59.5 hrs on record (58.6 hrs at review time),很用心的游戏 关键优化很不错
张怀民,Recommended,51.4 hrs on record (5.2 hrs at review time),牛逼
隐藏国王,Recommended,140.4 hrs on record (127.5 hrs at review time),破连招
869920590,Recommended,4.7 hrs on record (4.1 hrs at review time),HAO
eternoca493,Recommended,35.2 hrs on record (3.8 hrs at review time),不要碰这游戏，否则夜里想的都是自己怎么把棒子抡圆了敲在妖怪的脑壳上
luo747939,Recommended,93.5 hrs on record (92.9 hrs at review time),赞
狗熊EX,Recommended,142.1 hrs on record (141.1 hrs at review time),国产第一个3A，推荐
Me1ody_SmileO.-,Recommended,64.7 hrs on record (63.4 hrs at review time),有趣
253583873,Recommended,149.4 hrs on record (38.3 hrs at review time),什么都不用说了，国货之光，期待DLC
390959547,Recommended,98.2 hrs on record,算是第一次完整体验这个类型的游戏，感觉还有挺多可以优化的空间，但更多的是欣慰我们也能做出这样的好游戏，再接再厉！
月照西乡,Recommended,43.7 hrs on record (3.4 hrs at review time),好是真好 难是真难
门十三,Recommended,125.7 hrs on record (114.7 hrs at review time),好
中先,Recommended,91.0 hrs on record (14.5 hrs at review time),虎先锋中规中矩难度不是特别大
Knight,Recommended,35.2 hrs on record,值得一玩的佳作。美术很好，非常有禅意。神佛雕塑，古式建筑，章节绘画，动画，山野风光让我耳目一新。数值和资源给得很足，并且到每张新地图时还有送对策物品，所以一周目通关难度一点都不高，除了第六章的粪怪，大部分都能一次过，也是第四章乱逛，隐藏关错过。剧情还是比较国产小说，感觉夹带私货不少，文案还是可以的，虽然讲大道理不少，而不是留白。build设计可以，但是解锁方式是通关章节这点不喜。一些boss设计也好，黄眉和蚣精演出比较惊喜，但有些然而止，以为还有一个阶段的，也许一周目难度有些低了。后期换皮怪不少。地图设计有点搞人，一半时间在跑。到处空气墙，但有时候就没有，搞我一下。很多地方直觉能走，但是有墙，特别是山野间的地图。一些地图没有什么特别显眼的地标，还没有地图系统的时候，黄风岭走了一圈又一圈。还喜欢藏东西，跟老贼学坏了。翻滚手感褒贬不一，无敌帧挺长，还能连滚三次，但到通关后还是不适应，主要是因为每段攻击的前后摇都不同，而且翻滚要提前预判，敌人的攻击的hitbox比直觉要快，需要看有攻击前摇就滚，而不是快要打到角色身上。类人生物脸走写实风有点国产建模动画的感觉，但怪物模型又感觉另一风格，也许是魔幻吧。哎呦wc，猴子太坏了，我的红孩儿怎么这么丑，设定还夹带私货，哪吒怎么只有动画出场，怒了，这下不如西游释厄传了。
